Geographic Area,City,Median Income
NY,Lyon Mountain ,35000
NC,Ashley Heights ,35000
NC,Peachland town,35000
ND,Inkster city,35000
OH,Martinsville village,35000
OH,Rogers village,35000
OK,Avant town,35000
OK,Newkirk city,35000
OK,Sawyer town,35000
PA,Millbourne borough,35000
PA,Orchard Hills ,35000
PA,Saxton borough,35000
SD,Hetland town,35000
SD,Oldham city,35000
TN,Vanleer town,35000
TX,Benjamin city,35000
TX,Springlake town,35000
VA,Gordonsville town,35000
VA,Wachapreague town,35000
WV,Wardensville town,35000
WI,Lohrville village,35000
MO,Hanley Hills village,35028
SC,St. George town,35031
NY,Holley village,35034
OH,Lorain city,35042
NY,Gloversville city,35044
IL,Carbon Cliff village,35045
NJ,Leisuretowne ,35045
OH,Rose Farm ,35045
CA,Challenge-Brownsville ,35046
VA,Bedford town,35049
MO,Miller city,35052
AL,Kennedy town,35054
MO,Granby city,35058
KY,Whitesburg city,35060
TX,Skidmore ,35060
AR,Norfork city,35066
FL,Seminole Manor ,35068
PA,Finleyville borough,35069
TX,Gordon city,35069
TX,Granite Shoals city,35070
FL,Sky Lake ,35071
GA,Dalton city,35074
OR,Milton-Freewater city,35076
OR,Sweet Home city,35076
NY,Belfast ,35078
NC,Hightsville ,35078
OH,Ansonia village,35078
CO,Log Lane Village town,35083
KS,Chase city,35089
MO,Rosebud city,35089
TX,Joaquin city,35089
AR,Fort Smith city,35096
IN,Hillsboro town,35096
NM,Melrose village,35096
SD,Wessington city,35096
TN,Mosheim town,35097
AZ,Springerville town,35104
MS,Mathiston town,35114
OH,Hessville ,35114
SC,Wedgefield ,35114
WI,Dellwood ,35114
TN,Dunlap city,35119
WA,Odessa town,35119
LA,Lake Arthur town,35121
GA,White city,35125
ID,St. Maries city,35125
IN,Oakland City city,35125
PA,South Renovo borough,35125
SC,Spartanburg city,35126
OK,Mangum city,35130
CA,Planada ,35139
IL,Percy village,35139
KY,Powderly city,35139
NE,Walthill village,35139
OK,Webb City town,35139
FL,Cleveland ,35142
PA,Pittston city,35146
KY,Sedalia ,35156
NE,Harrison village,35156
OK,Glencoe town,35156
LA,Minorca ,35162
TN,Lenoir City city,35163
IL,East Cape Girardeau village,35167
MI,Pellston village,35170
NC,Erwin town,35170
NY,Gouverneur village,35175
GA,Rebecca town,35179
NE,Farwell village,35179
OH,Lodi village,35179
OK,Wanette town,35179
OH,Warrensville Heights city,35181
TX,Meridian city,35188
NC,Pineville town,35191
CO,Crawford town,35192
NY,Randolph ,35192
SC,Society Hill town,35192
WV,Meadow Bridge town,35192
PA,Tioga borough,35200
PA,Washington city,35204
AR,Gillham town,35208
FL,Glen St. Mary town,35208
ID,Moyie Springs city,35208
IN,Ambia town,35208
MT,Little Browning ,35208
NC,Elm City town,35208
OH,Chilo village,35208
WI,Gilman village,35208
VA,Bensley ,35212
MA,Fall River city,35213
NM,Hernandez ,35214
OK,Dewey city,35223
UT,Escalante city,35227
AL,West End-Cobb Town ,35233
KS,Cedar Vale city,35238
NY,Sherman village,35238
TX,Omaha city,35238
WV,Cowen town,35240
CA,Vina ,35250
IL,Spillertown village,35250
KS,Altoona city,35250
MO,Stark City town,35250
NY,Sodus village,35250
OK,St. Louis town,35250
OK,Stuart town,35250
WA,Marcus town,35250
WV,Handley town,35250
FL,Eustis city,35265
KY,Warsaw city,35265
VA,Woodstock town,35267
CA,Jamestown ,35268
MN,Erskine city,35268
NC,West Marion ,35268
PA,Girardville borough,35272
GA,De Soto city,35278
KS,Linn city,35278
MO,Hermann city,35278
OH,Danville village,35278
VA,Bracey ,35278
WA,Malott ,35286
MT,Harrison ,35288
NY,Sherburne village,35288
NM,Ranchos de Taos ,35293
SC,Woodfield ,35293
ME,East Millinocket ,35294
NM,Logan village,35294
NC,Castle Hayne ,35294
MO,Maplewood city,35298
GA,Adel city,35301
AL,Nectar town,35313
AR,Okolona town,35313
CA,French Camp ,35313
ID,Dubois city,35313
IN,Geneva town,35313
IA,Mingo city,35313
KY,Falmouth city,35313
MN,Karlstad city,35313
MO,Carterville city,35313
NE,Bartlett village,35313
NE,Dunning village,35313
NE,Edison village,35313
OH,Darbyville village,35313
OK,Faxon town,35313
OK,Kendrick town,35313
PA,Jamison City ,35313
PA,Lancaster city,35313
SD,Gary city,35313
WI,Kendall village,35313
OH,Newcomerstown village,35317
NY,Lyons village,35318
KY,Westwood ,35321
MO,Marceline city,35326
AR,Berryville city,35327
OK,Ada city,35330
MI,Scottville city,35333
OH,Gallipolis village,35334
FL,Christmas ,35341
KS,Bronson city,35341
AR,Stuttgart city,35349
NY,Lackawanna city,35352
MD,Cambridge city,35354
AZ,Shonto ,35357
FL,Gardner ,35357
IN,Laketon ,35357
KS,Summerfield city,35357
NM,Cimarron village,35357
NC,Youngsville town,35357
OH,Dresden village,35357
OK,Cloud Creek ,35357
PA,Canton borough,35357
WV,Valley Grove village,35357
NH,Jaffrey ,35360
IL,Rock Falls city,35361
KY,North Corbin ,35363
AL,Chatom town,35365
AR,Danville city,35365
MS,De Kalb town,35366
VA,Bristol city,35368
IN,Elkhart city,35371
AL,Webb town,35375
MI,Lake Linden village,35375
MO,Atlanta city,35375
OR,Malin city,35375
VA,Tasley ,35375
IL,Kinmundy city,35385
KY,Ravenna city,35385
MD,Grantsville town,35385
MS,Mississippi Valley State University ,35385
TX,Queen City city,35387
SC,Woodruff city,35389
PA,Rochester borough,35391
FL,Zephyrhills West ,35394
MS,Amory city,35394
NC,Liberty town,35398
SC,Ridgeland town,35405
KS,Eureka city,35408
AR,Lamar city,35411
AR,Ulm town,35417
CA,Miranda ,35417
IL,Greenfield city,35417
IL,Keithsburg city,35417
IL,Lake Ka-Ho village,35417
IN,Kingsford Heights town,35417
IN,Redkey town,35417
IA,Oxford Junction city,35417
MN,Bejou city,35417
MS,Enterprise town,35417
MS,Glen town,35417
MO,Hurdland city,35417
NE,Bartley village,35417
NM,Santa Clara Pueblo ,35417
NC,Godwin town,35417
ND,Aneta city,35417
ND,Pillsbury city,35417
OH,Barnesville village,35417
OH,West Salem village,35417
PA,Shirleysburg borough,35417
PA,Slabtown ,35417
SD,Deadwood city,35417
TX,Kosse town,35417
WA,Baring ,35417
WI,Merrillan village,35417
WV,Newell ,35424
MO,Macon city,35428
MI,Three Rivers city,35430
WA,Wilbur town,35433
AR,Altheimer city,35438
NC,Denton town,35438
WV,Salem city,35438
TN,Alamo town,35441
AZ,Gisela ,35444
PA,Berwick borough,35445
IN,Shirley town,35446
KY,Benham city,35446
PA,Monessen city,35447
WV,Parsons city,35450
CA,Gridley city,35455
IN,Vincennes city,35455
MS,D'Lo town,35455
WI,Taylor village,35455
FL,Vernon city,35458
PA,Fairdale ,35458
MO,Ste. Genevieve city,35462
CA,Thermalito ,35464
AR,Norphlet city,35469
LA,Pollock town,35469
ME,Dover-Foxcroft ,35469
MO,Ewing city,35469
WV,Alum Creek ,35469
WI,Wild Rose village,35469
TX,Van Horn town,35474
IL,McLeansboro city,35476
OH,New Marshfield ,35476
OH,Whitehall city,35476
GA,Dahlonega city,35477
VA,Victoria town,35478
OH,Bucyrus city,35480
PA,Nanticoke city,35481
CO,Lamar city,35487
OH,Euclid city,35487
PA,East Uniontown ,35491
FL,Holden Heights ,35495
AK,Sutton-Alpine ,35500
AZ,Gila Crossing ,35500
CA,Armona ,35500
IA,Ute city,35500
KS,Elwood city,35500
KS,Liebenthal city,35500
KY,New Haven city,35500
MO,De Soto city,35500
MO,Foley city,35500
MO,Garden City city,35500
PA,Canadohta Lake ,35500
WV,Milton town,35500
WI,Aniwa village,35500
IN,Michigan City city,35503
MT,Turtle Lake ,35508
AL,Slocomb city,35512
OH,Milford city,35516
AL,Lexington town,35521
NY,DeRuyter village,35521
PA,Commodore ,35521
NH,Berlin city,35523
OH,Bolindale ,35530
ME,Caribou city,35532
IL,Vergennes village,35536
IA,Manilla city,35536
MO,Bolckow city,35536
MO,Kidder city,35536
NM,Cuyamungue Grant ,35536
NC,Pantego town,35536
OK,Spiro town,35536
SC,Rowesville town,35536
SD,Mound City town,35536
AR,Russellville city,35541
IN,Monon town,35542
KS,Cottonwood Falls city,35547
GA,Fort Stewart ,35550
CA,Oildale ,35552
NC,Thomasville city,35554
MO,Bellefontaine Neighbors city,35556
NY,Watkins Glen village,35556
VA,Shipman ,35556
MI,Coldwater city,35560
SC,Lydia ,35560
AL,Bear Creek town,35563
MI,Lansing city,35563
PA,West Decatur ,35563
NY,East Syracuse village,35566
CO,Mountain Village town,35568
ID,Shoshone city,35568
MI,Mayville village,35568
NC,Trenton town,35568
OH,Freeport village,35568
SC,Hampton town,35568
IL,Olive Branch ,35577
GA,Hartwell city,35581
CA,Maywood city,35582
VA,Blackstone town,35591
WV,Addison (Webster Springs) town,35595
MO,St. Louis city,35599
PA,Franklin city,35602
KY,Bowling Green city,35604
NE,Superior city,35605
MO,Tarkio city,35606
WI,Ladysmith city,35606
CA,Arvin city,35609
SC,Seneca city,35609
MN,Bemidji city,35610
NC,Reidsville city,35617
OH,Kent city,35619
TX,Muleshoe city,35619
AL,Fruithurst town,35625
AZ,Arizona Village ,35625
AZ,Gu Oidak ,35625
AZ,Mammoth town,35625
AR,Buckner city,35625
AR,Oil Trough town,35625
AR,Tupelo town,35625
CA,Macdoel ,35625
FL,South Highpoint ,35625
GA,Leary city,35625
ID,Hansen city,35625
IL,Calhoun village,35625
IL,Palmyra village,35625
IL,Pittsburg village,35625
IL,Wilmington village,35625
IN,Mount Ayr town,35625
IN,Paragon town,35625
IA,Conway city,35625
IA,Durango city,35625
IA,Kiron city,35625
IA,Rutland city,35625
IA,Terril city,35625
MD,Sudlersville town,35625
MI,Lake Michigan Beach ,35625
MO,Vanduser village,35625
MT,Judith Gap city,35625
MT,Yaak ,35625
NE,Rockville village,35625
NE,Swanton village,35625
NH,Colebrook ,35625
NY,Edwards ,35625
NC,Orrum town,35625
NC,Polkville city,35625
ND,Elgin city,35625
OH,Belle Valley village,35625
OK,Greenfield town,35625
OK,Lehigh city,35625
OK,Mounds town,35625
PA,Atlantic ,35625
PA,Roulette ,35625
SD,Egan city,35625
TX,Big Sandy town,35625
TX,Driscoll city,35625
UT,Hanksville town,35625
VA,Brodnax town,35625
WI,Catawba village,35625
WI,Union Center village,35625
WI,Wheeler village,35625
TX,Littlefield city,35642
GA,Dooling town,35644
TN,Troy town,35645
IL,Colchester city,35647
AR,Palestine city,35648
VA,Cana ,35648
MI,Mount Clemens city,35653
PA,Harrison City ,35655
TX,Atlanta city,35657
OH,Kenton city,35659
KY,Covington city,35664
SD,McLaughlin city,35667
NM,San Miguel ,35669
AL,Ardmore town,35670
AZ,Apache Junction city,35671
OR,Lakeview town,35672
PA,Marianna borough,35673
ME,Bangor city,35674
VA,Craigsville town,35676
FL,Naples Manor ,35682
GA,Santa Claus city,35682
MN,Swanville city,35682
NC,Roseboro town,35682
MS,Crystal Springs city,35685
OH,Wellston city,35685
TX,Hallettsville city,35687
CA,Good Hope ,35688
PA,Curwensville borough,35689
OR,Klamath Falls city,35690
PA,Edwardsville borough,35693
MD,Friendsville town,35694
MN,Sacred Heart city,35694
WV,Ellenboro town,35694
FL,Brookridge ,35696
FL,Fussels Corner ,35698
TN,Union City city,35698
CO,Silverton town,35699
MD,Crellin ,35699
WA,Sunnyside city,35699
TN,Robbins ,35700
TX,Marshall city,35702
MN,Twin Valley city,35703
TX,Quinlan city,35707
NY,Webster village,35708
ID,Pinehurst city,35714
KS,Esbon city,35714
KS,Muscotah city,35714
MS,Algoma town,35714
NC,Belwood town,35714
OH,Montezuma village,35714
PA,Marion Heights borough,35714
ME,Madison ,35718
FL,Zellwood ,35724
WA,Carson ,35727
FL,Bristol city,35729
MN,Westbrook city,35729
PA,Longfellow ,35729
TX,Trinidad city,35729
WI,Prentice village,35729
AL,Florence city,35731
CO,Sterling city,35732
IL,Mason City city,35735
LA,Olla town,35735
AR,Bull Shoals city,35737
MO,Sugar Creek city,35738
PA,Tamaqua borough,35741
NJ,Holiday City South ,35743
ID,Council city,35750
KS,Bazine city,35750
KS,Mound Valley city,35750
MI,St. James ,35750
MT,Pray ,35750
NY,Smyrna village,35750
OK,New Alluwe town,35750
SD,Bancroft town,35750
TX,Bedias city,35750
TX,Hale Center city,35750
VA,Lebanon town,35750
VA,Mount Jackson town,35750
WA,Queets ,35750
NM,Zuni Pueblo ,35752
FL,Beacon Square ,35763
TX,Seven Points city,35764
VT,Windsor ,35766
IA,Titonka city,35769
VA,Clifton Forge town,35769
WA,Union Gap city,35777
AZ,Black Canyon City ,35781
GA,Waco city,35781
KS,Colony city,35781
ME,Mechanic Falls ,35781
NC,Cameron town,35781
OH,Addyston village,35781
PA,Plymouth borough,35781
TX,Mount Vernon town,35781
MO,Seneca city,35783
IN,Evansville city,35785
WV,Westover city,35792
KY,Dayton city,35794
MI,Prudenville ,35794
IL,Thompsonville village,35795
MO,Mercer town,35795
NC,Edneyville ,35795
PA,Oakland  (Lawrence County),35795
TN,Tullahoma city,35798
MO,St. Ann city,35803
IL,New Haven village,35809
MI,Springfield city,35810
KS,Parsons city,35818
SD,Sturgis city,35818
MO,Rolla city,35819
ID,Burley city,35820
SC,Landrum city,35823
KY,Bardstown city,35825
PA,Williamsport city,35826
AK,Nunapitchuk city,35833
AR,Calion city,35833
AR,Cove town,35833
CA,Cabazon ,35833
GA,Ila city,35833
GA,Jakin city,35833
IL,Coffeen city,35833
IL,Rankin village,35833
IL,White Hall city,35833
IN,Macy town,35833
IN,Tennyson town,35833
IA,Lineville city,35833
MI,Parkdale ,35833
MO,Martinsburg town,35833
NE,Burchard village,35833
NM,Dulce ,35833
NM,Floyd village,35833
NC,Lucama town,35833
OK,Kiowa town,35833
PA,Athens borough,35833
PA,Blawnox borough,35833
PA,Marienville ,35833
TX,Bellevue city,35833
TX,Morgan city,35833
TX,Nixon city,35833
VA,Burkeville town,35833
WV,Big Sandy ,35833
WI,Exeland village,35833
MO,Holden city,35848
NY,Durhamville ,35852
WI,Fountain City city,35852
FL,Pine Hills ,35854
IL,Palestine village,35855
KY,Lynch city,35855
PA,Cherry Tree borough,35865
VA,Oak Level ,35870
CO,Gunnison city,35871
MO,Auxvasse city,35875
PA,Somerset borough,35875
TX,Elkhart town,35875
OK,Snyder city,35884
MS,Taylorsville town,35885
TX,Floydada city,35885
OH,Ripley village,35887
MN,Sebeka city,35893
MO,McFall city,35893
OH,Green Camp village,35893
OK,Briggs ,35893
SD,Faulkton city,35893
WV,Paden City city,35898
NM,El Cerro Mission ,35901
GA,East Newnan ,35905
OH,Washington Court House city,35905
FL,Lake Panasoffkee ,35909
OH,Bowersville village,35909
OH,Millersburg village,35910
TN,Eagleton Village ,35913
AR,Yarborough Landing ,35917
WA,White Swan ,35917
IN,Petersburg city,35918
FL,Ocala city,35924
NY,Camden village,35926
TX,De Kalb city,35926
CA,Delano city,35933
AL,Carlisle-Rockledge ,35938
AK,Hooper Bay city,35938
IL,Beecher City village,35938
IL,Karnak village,35938
IL,Time village,35938
IA,Dawson city,35938
IA,Leland city,35938
KS,Emmett city,35938
KY,Island city,35938
KY,Kenton Vale city,35938
MI,Croswell city,35938
NV,Owyhee ,35938
NM,El Rito ,35938
NY,Fleischmanns village,35938
NY,Hammond village,35938
NY,Springwater Hamlet ,35938
NY,Wayland village,35938
OK,Lequire ,35938
OK,Vera town,35938
TX,Goree city,35938
TX,Grandfalls town,35938
TX,Whitewright town,35938
WV,Sutton town,35938
OH,Upper Sandusky city,35941
TX,Alpine city,35941
PA,Allison ,35943
ME,Belfast city,35946
OH,Bethel village,35947
AZ,Bullhead City city,35948
NE,Wymore city,35950
TX,Llano city,35950
WI,Marinette city,35954
SC,Ehrhardt town,35956
MI,Imlay City city,35958
WI,Milwaukee city,35958
VT,Stowe ,35963
OK,Drumright city,35964
TX,Combes town,35968
AL,Harpersville town,35972
CA,Goshen ,35972
IA,Mallard city,35972
KS,Cassoday city,35972
MO,Pilot Grove city,35972
NC,Tryon town,35972
ND,Rolette city,35972
OH,Mount Pleasant village,35972
TN,Hornbeak town,35972
AL,Boaz city,35974
NC,Gamewell town,35979
CA,Bertsch-Oceanview ,35980
AR,Bay city,35984
TN,Watertown city,35987
TX,Brady city,35987
CA,Bethel Island ,35988
MT,Lewistown city,35990
AL,Glenwood town,36000
GA,Whitesburg city,36000
IL,Ellisville village,36000
IA,Arispe city,36000
IA,Lansing city,36000
MT,Harlem city,36000
NE,Craig village,36000
ND,Columbus city,36000
ND,Egeland city,36000
OH,South Charleston village,36000
PA,Gettysburg borough,36000
WA,Cowiche ,36000
OR,Glasgow ,36012
KS,Stafford city,36016
MI,Constantine village,36016
OH,Perrysville village,36016
TX,Runge town,36016
FL,Ridge Manor ,36019
MI,Bessemer city,36020
MI,Fair Plain ,36022
KS,Osage City city,36023
MS,Carrollton town,36023
MS,Poplarville city,36023
MO,Lake Lafayette city,36023
LA,Violet ,36024
FL,Warrington ,36026
KY,Morehead city,36026
PA,Patton borough,36027
UT,Logan city,36032
MO,Ash Grove city,36034
OH,Crestline village,36036
TX,Dimmitt city,36038
WI,Menomonie city,36039
CA,Hat Creek ,36042
GA,Brinson town,36042
IL,Parkersburg village,36042
IN,Mount Carmel town,36042
KY,Hickory ,36042
MO,Avilla town,36042
MO,Camden city,36042
NE,Niobrara village,36042
NC,Maury ,36042
PA,Hooversville borough,36042
FL,Lake Alfred city,36045
TN,Hohenwald city,36050
TX,Brownfield city,36051
MN,Redby ,36053
ND,Maddock city,36058
WI,Tony village,36058
MN,Ely city,36059
IL,Tampico village,36061
NE,Mullen village,36061
OH,New Lexington village,36064
TX,Bartlett city,36065
IL,Monmouth city,36067
PA,Inkerman ,36067
CO,Arriba town,36071
HI,Discovery Harbour ,36071
IL,Petersburg city,36071
LA,Delhi town,36071
MI,Waldron village,36071
OK,West Siloam Springs town,36071
PA,Ford City borough,36071
TX,De Leon city,36071
TX,Winters city,36076
GA,Vidalia city,36077
TX,Alamo city,36079
IL,Cobden village,36080
FL,Crystal River city,36083
PA,McConnellsburg borough,36083
WV,Fairmont city,36086
NC,Rocky Mount city,36088
AK,Holy Cross city,36094
AZ,Tusayan town,36094
AR,Tyronza city,36094
MI,Applegate village,36094
MI,Vandalia village,36094
MO,La Plata city,36094
PA,Hyde ,36094
IL,Stone Park village,36097
FL,Indiantown ,36098
IL,Murphysboro city,36098
OK,Pawnee city,36101
KY,Auxier ,36103
MO,Kingdom City village,36103
NM,Capitan village,36103
CA,Muscoy ,36108
TX,Weslaco city,36108
CO,Deer Trail town,36111
MO,Pickering town,36111
PA,Sheppton ,36125
NY,Fulton city,36126
NY,Ogdensburg city,36135
CA,Fort Jones city,36136
IN,Montezuma town,36136
NH,Farmington ,36136
OH,College Corner village,36136
PA,Nicholson borough,36136
NC,Burlington city,36140
PA,Fountain Springs ,36140
LA,Waggaman ,36141
AL,Thomasville city,36146
FL,Lake Lindsey ,36146
WI,Rice Lake city,36147
AR,Gurdon city,36150
CO,Eads town,36150
IL,La Harpe city,36154
KS,Council Grove city,36154
CA,Frazier Park ,36156
MO,Aurora city,36158
MI,Owosso city,36159
AZ,Pinon ,36161
TN,Dodson Branch ,36161
AR,North Crossett ,36163
NC,Hamlet city,36165
PA,Chevy Chase Heights ,36165
IL,Abingdon city,36169
IA,Leon city,36172
NY,Delevan village,36172
PA,Newport borough,36172
TN,Gatlinburg city,36175
OH,West Unity village,36176
MO,Park Hills city,36178
ID,Jerome city,36181
TN,Eastview town,36181
LA,Mermentau village,36184
TX,Olney city,36186
FL,Havana town,36196
KY,Bandana ,36202
